id,timestamp,value,sensor_type,location
752,2025-08-01T21:58:40.921776,29.04,temperature,Building 11-Floor 4
753,2025-08-02T19:50:40.921780,38.25,temperature,Building 1-Floor 3
754,2025-07-30T20:42:40.921785,40.61,humidity,Building 5-Floor 1
755,2025-08-03T23:17:40.921789,992.83,pressure,Building 9-Floor 2
756,2025-07-29T00:32:40.921793,905.85,pressure,Building 13-Floor 2
757,2025-08-02T18:39:40.921798,24.17,temperature,Building 20-Floor 1
758,2025-08-02T09:19:40.921802,1065.99,pressure,Building 13-Floor 5
759,2025-08-04T14:08:40.921807,28.13,temperature,Building 17-Floor 1
760,2025-08-04T15:47:40.921811,13.78,temperature,Building 19-Floor 1
761,2025-07-28T21:24:40.921815,35.88,temperature,Building 3-Floor 2
762,2025-08-01T17:51:40.921820,950.13,pressure,Building 13-Floor 5
763,2025-07-31T14:26:40.921824,1024.69,pressure,Building 9-Floor 4
764,2025-07-30T20:19:40.921829,913.02,pressure,Building 19-Floor 2
765,2025-08-04T01:46:40.921833,8.56,humidity,Building 6-Floor 2
766,2025-07-28T23:04:40.921838,16.68,temperature,Building 15-Floor 2
767,2025-07-29T17:47:40.921842,933.12,pressure,Building 20-Floor 1
768,2025-08-01T20:52:40.921846,915.47,pressure,Building 15-Floor 5
769,2025-08-02T11:12:40.921851,17.42,temperature,Building 19-Floor 3
770,2025-08-02T02:01:40.921855,1069.68,pressure,Building 10-Floor 4
771,2025-07-30T21:41:40.921860,15.92,temperature,Building 3-Floor 2
772,2025-08-02T04:55:40.921865,36.32,temperature,Building 4-Floor 4
773,2025-08-02T18:48:40.921872,12.67,temperature,Building 4-Floor 3
774,2025-08-02T14:57:40.921878,36.21,temperature,Building 4-Floor 5
775,2025-07-29T14:51:40.921884,9.1,humidity,Building 13-Floor 4
776,2025-08-01T19:13:40.921889,27.0,temperature,Building 1-Floor 3
777,2025-08-02T07:20:40.921894,59.43,humidity,Building 19-Floor 2
778,2025-07-31T10:56:40.921899,26.13,temperature,Building 20-Floor 5
779,2025-08-03T19:20:40.921904,71.59,humidity,Building 13-Floor 2
780,2025-08-01T09:16:40.921909,63.63,humidity,Building 5-Floor 5
781,2025-08-02T02:25:40.921914,1033.32,pressure,Building 5-Floor 4
782,2025-07-30T04:57:40.921919,977.7,pressure,Building 5-Floor 2
783,2025-07-30T02:30:40.921924,12.17,temperature,Building 16-Floor 4
784,2025-07-29T05:59:40.921929,18.43,temperature,Building 7-Floor 5
785,2025-07-31T00:15:40.921933,86.45,humidity,Building 12-Floor 1
786,2025-08-02T13:02:40.921938,8.08,humidity,Building 18-Floor 5
787,2025-07-30T12:51:40.921943,1033.74,pressure,Building 10-Floor 2
788,2025-08-01T16:58:40.921948,10.19,temperature,Building 14-Floor 4
789,2025-07-30T02:51:40.921953,27.99,temperature,Building 18-Floor 4
790,2025-08-03T03:55:40.921958,83.91,humidity,Building 3-Floor 5
791,2025-07-28T19:49:40.921963,92.23,humidity,Building 2-Floor 4
792,2025-08-03T04:12:40.921967,2.24,humidity,Building 9-Floor 3
793,2025-08-03T07:19:40.921972,12.45,temperature,Building 14-Floor 3
794,2025-07-29T13:53:40.921978,983.58,pressure,Building 14-Floor 2
795,2025-08-02T23:35:40.921982,18.8,temperature,Building 12-Floor 4
796,2025-07-31T21:44:40.921987,96.94,humidity,Building 8-Floor 2
797,2025-08-03T01:28:40.921992,958.09,pressure,Building 8-Floor 4
798,2025-08-02T12:35:40.921997,30.03,temperature,Building 7-Floor 5
799,2025-07-30T21:36:40.922002,988.02,pressure,Building 4-Floor 2
800,2025-08-01T00:21:40.922007,47.98,humidity,Building 4-Floor 3
801,2025-07-31T10:00:40.922012,925.55,pressure,Building 14-Floor 2
802,2025-08-03T19:53:40.922017,913.93,pressure,Building 6-Floor 5
803,2025-07-29T01:25:40.922022,78.35,humidity,Building 8-Floor 1
804,2025-08-02T21:10:40.922027,37.57,temperature,Building 10-Floor 1
805,2025-07-30T07:26:40.922032,24.22,temperature,Building 11-Floor 3
806,2025-07-31T21:14:40.922037,980.93,pressure,Building 11-Floor 1
807,2025-08-03T23:15:40.922042,89.72,humidity,Building 2-Floor 1
808,2025-08-02T02:21:40.922047,66.94,humidity,Building 18-Floor 3
809,2025-07-29T00:08:40.922051,942.84,pressure,Building 3-Floor 1
810,2025-08-04T03:02:40.922056,21.85,temperature,Building 1-Floor 5
811,2025-08-02T13:54:40.922061,1002.65,pressure,Building 19-Floor 1
812,2025-08-02T03:29:40.922066,1052.18,pressure,Building 16-Floor 4
813,2025-07-29T11:45:40.922071,22.99,temperature,Building 14-Floor 2
814,2025-08-04T01:54:40.922076,1068.11,pressure,Building 10-Floor 5
815,2025-08-03T13:19:40.922081,1004.04,pressure,Building 10-Floor 5
816,2025-08-04T02:03:40.922086,51.05,humidity,Building 14-Floor 4
817,2025-08-01T17:29:40.922091,1052.86,pressure,Building 18-Floor 4
818,2025-07-29T16:21:40.922096,15.63,temperature,Building 14-Floor 5
819,2025-07-30T02:08:40.922101,22.63,temperature,Building 3-Floor 4
820,2025-07-31T02:09:40.922106,15.2,humidity,Building 11-Floor 3
821,2025-08-02T04:35:40.922111,1060.52,pressure,Building 17-Floor 4
822,2025-08-04T15:33:40.922116,31.3,temperature,Building 2-Floor 4
823,2025-07-31T22:53:40.922121,2.67,humidity,Building 14-Floor 3
824,2025-08-01T23:42:40.922126,16.81,temperature,Building 2-Floor 3
825,2025-08-02T08:10:40.922131,60.68,humidity,Building 16-Floor 2
826,2025-07-30T12:25:40.922136,30.49,temperature,Building 10-Floor 1
827,2025-07-28T18:26:40.922141,1056.07,pressure,Building 14-Floor 2
828,2025-07-29T07:37:40.922146,1015.39,pressure,Building 18-Floor 1
829,2025-08-04T12:13:40.922151,22.41,humidity,Building 2-Floor 1
830,2025-07-29T16:28:40.922155,1027.46,pressure,Building 15-Floor 5
831,2025-07-30T17:09:40.922160,6.38,humidity,Building 9-Floor 3
832,2025-08-03T07:38:40.922165,73.39,humidity,Building 15-Floor 3
833,2025-07-29T19:29:40.922170,28.72,humidity,Building 11-Floor 5
834,2025-07-30T17:12:40.922175,35.96,temperature,Building 15-Floor 2
835,2025-08-02T14:44:40.922180,903.24,pressure,Building 19-Floor 4
836,2025-07-31T23:13:40.922185,21.04,humidity,Building 2-Floor 3
837,2025-07-29T06:24:40.922190,20.5,temperature,Building 3-Floor 1
838,2025-08-01T07:19:40.922195,998.34,pressure,Building 5-Floor 4
839,2025-08-01T21:01:40.922200,972.09,pressure,Building 13-Floor 1
840,2025-07-30T03:56:40.922205,22.19,temperature,Building 17-Floor 2
841,2025-07-29T07:49:40.922210,926.74,pressure,Building 13-Floor 3
842,2025-07-31T16:01:40.922215,1079.6,pressure,Building 17-Floor 3
843,2025-08-01T17:02:40.922219,1087.18,pressure,Building 16-Floor 1
844,2025-08-01T05:25:40.922224,10.46,temperature,Building 16-Floor 3
845,2025-08-03T22:07:40.922229,80.52,humidity,Building 18-Floor 3
846,2025-07-28T23:06:40.922234,7.35,humidity,Building 16-Floor 3
847,2025-07-31T16:43:40.922239,19.67,temperature,Building 14-Floor 3
848,2025-08-04T11:27:40.922244,24.79,temperature,Building 5-Floor 4
849,2025-07-29T12:13:40.922257,1018.96,pressure,Building 10-Floor 5
850,2025-08-02T14:48:40.922263,17.46,humidity,Building 19-Floor 3
851,2025-08-03T02:19:40.922267,22.51,temperature,Building 7-Floor 3
852,2025-07-30T05:42:40.922272,15.5,humidity,Building 5-Floor 3
853,2025-08-03T06:02:40.922276,12.26,humidity,Building 13-Floor 3
854,2025-08-01T00:32:40.922281,21.12,temperature,Building 19-Floor 3
855,2025-08-01T03:49:40.922285,53.58,humidity,Building 20-Floor 5
856,2025-08-01T00:32:40.922289,12.73,temperature,Building 16-Floor 3
857,2025-08-03T03:12:40.922294,1079.01,pressure,Building 20-Floor 4
858,2025-07-30T23:54:40.922298,6.27,humidity,Building 9-Floor 2
859,2025-07-28T23:36:40.922303,17.73,humidity,Building 13-Floor 3
860,2025-07-29T08:14:40.922307,42.33,humidity,Building 5-Floor 1
861,2025-08-04T02:47:40.922311,985.07,pressure,Building 7-Floor 2
862,2025-07-30T15:28:40.922316,28.74,temperature,Building 11-Floor 5
863,2025-07-29T21:57:40.922320,24.28,humidity,Building 1-Floor 3
864,2025-08-04T17:40:40.922325,89.26,humidity,Building 14-Floor 5
865,2025-07-30T20:07:40.922329,66.27,humidity,Building 6-Floor 5
866,2025-08-01T15:13:40.922335,16.12,temperature,Building 16-Floor 4
867,2025-08-02T20:47:40.922340,88.23,humidity,Building 20-Floor 2
868,2025-07-31T00:30:40.922344,85.53,humidity,Building 15-Floor 1
869,2025-08-01T13:30:40.922349,57.91,humidity,Building 8-Floor 1
870,2025-07-31T04:11:40.922353,69.84,humidity,Building 3-Floor 2
871,2025-07-31T06:26:40.922358,1009.63,pressure,Building 14-Floor 2
872,2025-08-02T20:42:40.922363,91.38,humidity,Building 15-Floor 2
873,2025-07-31T04:42:40.922367,18.68,temperature,Building 9-Floor 1
874,2025-08-02T21:28:40.922372,13.37,temperature,Building 20-Floor 3
875,2025-08-03T06:01:40.922376,22.68,humidity,Building 6-Floor 1
876,2025-08-01T20:17:40.922381,18.36,temperature,Building 6-Floor 3
877,2025-07-29T22:41:40.922385,973.3,pressure,Building 15-Floor 1
878,2025-08-04T18:06:40.922390,34.54,temperature,Building 1-Floor 5
879,2025-08-03T18:31:40.922394,917.54,pressure,Building 1-Floor 1
880,2025-08-02T14:20:40.922399,21.9,temperature,Building 18-Floor 5
881,2025-07-29T07:51:40.922403,48.54,humidity,Building 12-Floor 1
882,2025-07-29T02:35:40.922408,26.84,temperature,Building 6-Floor 3
883,2025-08-03T13:10:40.922412,913.58,pressure,Building 7-Floor 5
884,2025-07-31T04:46:40.922417,12.07,temperature,Building 10-Floor 5
885,2025-07-30T14:40:40.922421,16.68,temperature,Building 8-Floor 5
886,2025-08-02T00:04:40.922426,30.63,temperature,Building 18-Floor 4
887,2025-08-03T08:52:40.922431,37.4,temperature,Building 18-Floor 3
888,2025-08-01T18:09:40.922435,907.8,pressure,Building 7-Floor 1
889,2025-08-04T03:06:40.922440,30.4,temperature,Building 5-Floor 5
890,2025-08-04T01:43:40.922444,18.58,temperature,Building 15-Floor 1
891,2025-08-02T15:01:40.922449,20.06,temperature,Building 3-Floor 2
892,2025-07-30T12:06:40.922453,960.03,pressure,Building 7-Floor 5
893,2025-08-01T17:05:40.922458,987.71,pressure,Building 20-Floor 5
894,2025-07-31T11:14:40.922463,23.31,humidity,Building 9-Floor 5
895,2025-08-03T01:05:40.922467,22.64,humidity,Building 1-Floor 1
896,2025-08-01T10:48:40.922471,36.25,temperature,Building 14-Floor 2
897,2025-08-03T00:05:40.922476,15.29,temperature,Building 15-Floor 3
898,2025-07-30T06:39:40.922480,28.5,humidity,Building 9-Floor 3
899,2025-08-04T10:00:40.922485,98.6,humidity,Building 18-Floor 3
900,2025-08-03T23:42:40.922489,11.81,temperature,Building 11-Floor 4
901,2025-08-04T08:11:40.922494,981.77,pressure,Building 4-Floor 3
902,2025-07-29T23:40:40.922498,80.22,humidity,Building 3-Floor 1
903,2025-08-01T02:16:40.922503,4.71,humidity,Building 2-Floor 3
904,2025-07-31T00:41:40.922508,35.53,temperature,Building 8-Floor 2
905,2025-07-29T12:15:40.922512,88.14,humidity,Building 16-Floor 3
906,2025-08-01T19:20:40.922517,41.79,humidity,Building 16-Floor 4
907,2025-08-01T19:58:40.922521,62.0,humidity,Building 2-Floor 3
908,2025-08-02T17:56:40.922525,977.88,pressure,Building 18-Floor 5
909,2025-08-01T01:29:40.922530,87.95,humidity,Building 3-Floor 4
910,2025-08-02T22:57:40.922534,49.55,humidity,Building 6-Floor 2
911,2025-07-31T02:51:40.922539,71.0,humidity,Building 11-Floor 4
912,2025-07-31T15:30:40.922543,36.75,temperature,Building 3-Floor 5
913,2025-07-31T13:06:40.922547,10.74,humidity,Building 19-Floor 1
914,2025-07-31T19:28:40.922552,96.32,humidity,Building 15-Floor 2
915,2025-08-04T14:57:40.922556,39.55,humidity,Building 8-Floor 5
916,2025-07-29T01:36:40.922561,20.45,temperature,Building 3-Floor 5
917,2025-08-01T17:31:40.922565,2.87,humidity,Building 2-Floor 1
918,2025-07-29T00:14:40.922570,948.63,pressure,Building 7-Floor 4
919,2025-08-01T10:16:40.922574,23.39,humidity,Building 16-Floor 4
920,2025-08-03T00:11:40.922579,4.51,humidity,Building 5-Floor 2
921,2025-08-01T17:56:40.922583,95.66,humidity,Building 4-Floor 4
922,2025-07-31T10:11:40.922588,910.18,pressure,Building 2-Floor 1
923,2025-08-01T19:22:40.922592,1065.33,pressure,Building 9-Floor 4
924,2025-07-31T02:28:40.922597,16.21,temperature,Building 17-Floor 4
925,2025-07-29T21:59:40.922601,2.62,humidity,Building 12-Floor 4
926,2025-08-02T04:31:40.922606,18.77,temperature,Building 17-Floor 5
927,2025-07-29T01:03:40.922611,13.58,temperature,Building 16-Floor 2
928,2025-08-01T17:46:40.922615,97.34,humidity,Building 17-Floor 2
929,2025-08-03T13:13:40.922620,946.48,pressure,Building 1-Floor 1
930,2025-07-31T07:41:40.922624,11.35,temperature,Building 1-Floor 1
931,2025-08-02T23:28:40.922629,37.4,humidity,Building 10-Floor 2
932,2025-08-02T10:55:40.922633,13.18,temperature,Building 7-Floor 1
933,2025-08-01T12:25:40.922638,37.91,humidity,Building 2-Floor 4
934,2025-08-03T14:20:40.922642,61.0,humidity,Building 2-Floor 1
935,2025-07-30T23:09:40.922646,58.91,humidity,Building 4-Floor 2
936,2025-08-02T23:52:40.922650,10.38,humidity,Building 9-Floor 2
937,2025-08-01T04:04:40.922655,69.7,humidity,Building 10-Floor 3
938,2025-08-02T01:08:40.922659,12.25,temperature,Building 2-Floor 2
939,2025-07-30T08:11:40.922664,27.98,humidity,Building 17-Floor 4
940,2025-08-02T03:41:40.922669,38.48,temperature,Building 8-Floor 1
941,2025-08-03T00:53:40.922673,37.6,temperature,Building 7-Floor 5
942,2025-08-03T19:27:40.922678,904.28,pressure,Building 6-Floor 1
943,2025-07-30T21:42:40.922682,26.35,temperature,Building 15-Floor 5
944,2025-07-29T09:08:40.922687,38.92,humidity,Building 11-Floor 3
945,2025-08-03T16:59:40.922691,1067.8,pressure,Building 18-Floor 1
946,2025-07-31T18:37:40.922695,30.23,temperature,Building 16-Floor 4
947,2025-07-31T04:37:40.922700,11.8,temperature,Building 5-Floor 4
948,2025-08-03T18:06:40.922704,43.65,humidity,Building 17-Floor 5
949,2025-07-30T22:43:40.922708,24.55,temperature,Building 15-Floor 4
950,2025-07-30T04:15:40.922713,68.42,humidity,Building 20-Floor 3
951,2025-08-02T13:01:40.922717,18.09,temperature,Building 14-Floor 4
952,2025-08-01T00:00:40.922722,63.73,humidity,Building 2-Floor 3
953,2025-08-04T10:15:40.922726,28.98,humidity,Building 18-Floor 1
954,2025-07-31T18:35:40.922730,12.26,temperature,Building 1-Floor 3
955,2025-07-31T19:06:40.922735,68.86,humidity,Building 3-Floor 1
956,2025-08-02T03:03:40.922739,1093.29,pressure,Building 17-Floor 1
957,2025-07-29T06:13:40.922743,966.03,pressure,Building 19-Floor 2
958,2025-07-31T18:22:40.922748,38.1,humidity,Building 2-Floor 4
959,2025-08-02T18:27:40.922752,89.51,humidity,Building 9-Floor 1
960,2025-07-30T05:08:40.922757,85.95,humidity,Building 10-Floor 2
961,2025-07-29T14:35:40.922761,1094.23,pressure,Building 16-Floor 1
962,2025-07-29T22:09:40.922766,15.98,humidity,Building 15-Floor 3
963,2025-08-04T15:25:40.922770,15.56,temperature,Building 9-Floor 5
964,2025-08-02T19:23:40.922775,986.75,pressure,Building 3-Floor 1
965,2025-08-01T20:35:40.922779,22.57,temperature,Building 6-Floor 2
966,2025-08-01T09:30:40.922784,25.52,temperature,Building 7-Floor 5
967,2025-08-04T05:49:40.922788,13.27,temperature,Building 20-Floor 5
968,2025-07-30T03:26:40.922792,22.49,temperature,Building 2-Floor 5
969,2025-07-28T19:46:40.922796,54.85,humidity,Building 8-Floor 5
970,2025-08-04T12:28:40.922801,1081.11,pressure,Building 10-Floor 1
971,2025-08-02T01:11:40.922815,57.97,humidity,Building 2-Floor 2
972,2025-07-31T13:27:40.922820,12.1,humidity,Building 17-Floor 2
973,2025-08-02T15:23:40.922825,72.78,humidity,Building 18-Floor 3
974,2025-07-28T22:20:40.922829,70.26,humidity,Building 20-Floor 1
975,2025-08-02T23:02:40.922833,45.8,humidity,Building 14-Floor 1
976,2025-08-02T10:28:40.922838,992.95,pressure,Building 3-Floor 1
977,2025-07-29T09:53:40.922842,943.8,pressure,Building 8-Floor 1
978,2025-08-04T04:53:40.922846,911.1,pressure,Building 10-Floor 3
979,2025-07-31T07:03:40.922851,1072.11,pressure,Building 1-Floor 3
980,2025-08-03T20:20:40.922856,970.86,pressure,Building 3-Floor 4
981,2025-08-01T09:58:40.922860,945.03,pressure,Building 17-Floor 1
982,2025-07-29T05:38:40.922864,26.25,humidity,Building 1-Floor 5
983,2025-08-03T16:23:40.922869,66.69,humidity,Building 2-Floor 4
984,2025-08-01T15:48:40.922873,1025.06,pressure,Building 11-Floor 4
985,2025-08-01T19:59:40.922877,11.14,humidity,Building 4-Floor 2
986,2025-08-01T15:47:40.922882,0.2,humidity,Building 18-Floor 1
987,2025-08-04T08:33:40.922886,77.21,humidity,Building 9-Floor 5
988,2025-07-30T07:25:40.922890,1029.18,pressure,Building 20-Floor 1
989,2025-07-31T02:57:40.922895,28.84,temperature,Building 15-Floor 3
990,2025-07-29T12:44:40.922899,65.31,humidity,Building 3-Floor 1
991,2025-08-02T15:47:40.922904,35.42,temperature,Building 15-Floor 4
992,2025-08-03T15:34:40.922908,942.13,pressure,Building 13-Floor 2
993,2025-07-29T13:07:40.922912,83.07,humidity,Building 20-Floor 1
994,2025-07-29T15:10:40.922917,21.89,humidity,Building 12-Floor 2
995,2025-08-04T03:44:40.922921,34.42,temperature,Building 5-Floor 2
996,2025-07-29T15:12:40.922925,1006.38,pressure,Building 8-Floor 2
997,2025-08-02T23:51:40.922930,17.73,temperature,Building 17-Floor 3
998,2025-07-31T23:35:40.922934,76.9,humidity,Building 8-Floor 1
999,2025-08-04T02:57:40.922938,21.77,temperature,Building 14-Floor 4
1000,2025-08-03T16:19:40.922943,1000.62,pressure,Building 4-Floor 4
